"Class","Area","MajorAxisLength","MinorAxisLength","Eccentricity","ConvexArea","Extent","Perimeter","id"
0.0,-0.012188869324715612,0.0900286645148622,-0.02878562059089725,0.4213998162031417,-0.020652174063199902,1.108228286921406,0.061114684895369926,1
0.0,-0.32891436889778897,-0.217999765724322,-0.23389346012647094,0.2214822833492951,-0.3089006226307082,-0.2857383685191277,-0.16626383652571405,2
0.0,0.07320758354609523,0.0902109146670814,0.2318730789278612,0.18300393195344303,0.05709179382040721,-1.1558662752842743,0.15072711177663575,3
0.0,-1.0782605540828933,-1.2589030922620619,-0.9191190613559846,-1.0807741243873161,-1.080039387008852,0.003635145946219737,-1.1802667059157472,4
0.0,-0.22019535536898358,-0.005473735048862788,0.7216984895796887,-2.429426754276124,-0.2433416916560108,1.746491517585874,-0.3435346389990065,5
0.0,-0.993325426587735,-0.9852723087950823,-1.0918214848105976,-0.05112863949843105,-0.9811861298323451,-0.765973506531313,-1.0426649708301634,6
0.0,-1.166322442457475,-1.054400132261567,-1.5714793017049824,0.4588600720351561,-1.1641823380579028,-0.6268554229104161,-1.2546521424702144,7
0.0,-0.6932076405381568,-0.8611258587639834,-0.3858961783112813,-0.8459062468309904,-0.7124533540605956,0.8266630124802105,-0.8544551335694498,8
0.0,-1.1723709307160317,-0.9413993399965479,-1.6425667078233892,0.7085748365523543,-1.143612426656343,-0.025703994300242384,-1.15993726764303,9
0.0,-0.6053507856638651,-0.5621588977070031,-0.5390109157706947,0.023610952461399357,-0.6193861506275548,-0.6552477748187733,-0.678488249433089,10
0.0,-0.19382292139417434,0.1524790695225788,-0.4479626167208356,0.8261155557474655,-0.16986371254936605,-0.4708089358964958,0.032863120928523386,11
0.0,-1.1347216542252692,-1.1308443192108755,-1.3551658691261879,0.02587204186453807,-1.1367966514839547,-0.04371151005989701,-1.2726330667635288,12
0.0,-1.1420003434855663,-1.3449278757398708,-1.0580121421461801,-1.0931135416146263,-1.1340507276734964,-0.15992339524683385,-1.3278761055480872,13
0.0,-0.28724130996383385,-0.8056624147885038,0.7323284173616522,-3.025032803425247,-0.3076012122561162,1.363966039701791,-0.4548644284331966,14
0.0,-0.3545179272465105,-0.38166577456406203,-0.13741102784270223,-0.1432276716073226,-0.35749366720507253,-0.35958813947672835,-0.3016120208721195,15
0.0,-1.395114199593648,-0.005473735048862788,-1.7398838453390313,-0.16235152757636415,-1.3630166425473553,-0.3339812700975778,-1.5190261508234504,16
0.0,-0.5979183212783504,-0.24924599375983816,-0.9646122759158372,0.8571809259921918,-0.6121781006251011,1.073098838732946,-0.5071855213646876,17
0.0,-0.5955604360250147,-0.6719314376643223,-0.3794457127630933,-0.3953493181144809,-0.6049700506226475,-0.08243664019055036,-0.6786160845641607,18
0.0,-1.1457422048658599,-1.1051813009246343,-1.4379308751745776,0.1947464891793524,-1.1443234247858367,0.26998175418059395,-1.2879477154659196,19
0.0,-0.4433999496222524,-0.11397118148642432,-0.7624496549875145,0.8234052048938891,-0.4664480012557663,0.5362920920882371,-0.3871081565328766,20
0.0,-0.46833714909503116,-0.6729452859506083,-0.04401961886892881,-0.9004926947394242,-0.4790498301716206,0.6545771285448023,-0.48141395894063166,21
0.0,-0.7856264907939022,-0.8782536001810725,-0.6455336850924234,-0.4724784681860062,-0.7851222663302303,0.4527483608187325,-0.8730606237888573,22
0.0,-0.15304688402398825,-0.3009575592005909,0.27196917224756695,-0.4990736312592418,-0.17067277938637615,-0.2437344681922871,-0.22262451959907098,23
0.0,-0.6855445134648157,-1.1292366437918457,0.3784580025786873,-4.037600177246045,-0.6535385780201327,-1.0439527885760846,-0.7141907753252582,24
0.0,0.21214340918014854,0.13237957610828405,0.4095721655263087,0.06901399466617802,0.15878904351488918,0.08702083286783094,0.053375180817057555,25
0.0,-0.31727871775632793,-0.5512479025301417,0.17451044066330257,-0.9287383195247884,-0.340674883866014,0.5026652156045095,-0.3949060995282506,26
0.0,-0.38014711478276825,-0.7952865507753352,0.42554744334236067,-2.2054149619537147,-0.41295152130558316,1.483955893748926,-0.5728233825215335,27
0.0,-0.6958987052294638,-0.8224145364838271,-0.46515325029040633,-0.6162287325180724,-0.7084570542293033,-0.015286685079230648,-0.740364105304111,28
0.0,-0.1788554758729998,-0.72862341048487,0.8579161742355361,-2.952001419438421,-0.21664248603467742,1.0878209063662228,-0.3778054114231727,29
0.0,-0.7201182874512274,-0.6346965487579804,-0.6363710813285681,0.01554355456275373,-0.68987303415495,0.8365028397378894,-0.6739446236315689,30
0.0,0.019104368657055112,-0.018052387252884668,0.21911558530213127,0.04539246303398726,-0.016508771170633013,0.9850128990627571,-0.016181740215215904,31
0.0,-1.183827177544739,-1.0770403601218523,-1.5923901464837211,0.447879520198408,-1.165800471731923,-0.03667594584098461,-1.2367515716878594,32
0.0,-0.324736811329379,-0.5858450542605577,0.22264698775854053,-1.0972587644237544,-0.3394980593758175,0.4428511071025316,-0.3342538084832009,33
0.0,-0.6765999270146618,-0.707548097451449,-0.5775752739664649,-0.1972579160034313,-0.6862690091537232,0.8871089616714009,-0.7116231154068752,34
0.0,-1.0654715895023006,-1.5421820975475422,-0.376359489895893,-4.601030310829568,-1.057017757919383,-0.2840644153118007,-1.179718841068297,35
0.0,-1.2081236473291113,-1.5777174664670357,-0.8228856882804675,-2.9386974947314477,-1.1839922169762107,0.8171457647916422,-1.3966733206585629,36
0.0,-0.8245572266614778,-1.0963933979977571,-0.4012634033721806,-1.5856987340965438,-0.8253549535888236,0.07263288621243119,-0.8810119689415175,37
0.0,-0.8667172401586217,-0.569940047636095,-1.2539458136691983,0.7742655113975636,-0.8565898369327893,-1.6458643227699592,-0.7252941695669147,38
0.0,-0.26991597918932364,-0.22453274438146212,-0.17476541253901748,0.1509605763855404,-0.29833371939581865,0.41415037324135506,-0.2433666827235346,39
0.0,-0.9769227465645302,-1.2526328272742837,-0.650689528600103,-1.6508493699233018,-0.9931505121493429,1.2527717679459258,-1.1817203739776483,40
0.0,0.18569408764273054,-0.3011382932655235,1.0505196140448274,-1.6556381736950914,0.16180465627101773,1.0033526278202336,0.12448438558377299,41
0.0,-0.4237936211570152,-0.5869512799110521,-0.01867345685263692,-0.723635506882159,-0.4443335077108235,0.30077284854327135,-0.4761581088374261,42
0.0,-0.28050083364179806,-0.49038048497608056,0.1615779657993377,-0.7597726821686703,-0.29747561820505036,0.61470676144463,-0.2630642502055263,43
0.0,0.1123689821014971,-0.5496717833850621,1.31924557864186,-3.2312346567282817,0.05844023854875738,0.9278352822945098,-0.11558268570425743,44
0.0,-0.27396539082005233,0.04050794743076823,-0.5288390593959923,0.7851466014313139,-0.2758269510208104,-1.266079115770052,-0.09539569229187682,45
0.0,-0.779629260910418,-0.8804199910176247,-0.4533632488221012,-0.785517247278386,-0.7638658739760558,-1.0157484662315857,-0.6398820398494339,46
0.0,-0.4687984744706838,-0.4886725225488849,-0.3118613882880197,-0.122784648015089,-0.4919948995637823,0.5195100794002214,-0.528650866087785,47
0.0,-1.1916953381183701,-1.4843919092153868,-0.9770006552777013,-1.885423744862577,-1.1835509077923871,2.3366054125173346,-1.3765301564339785,48
0.0,-1.0815410900875342,-0.8823232575417441,-1.460826887989183,0.5897847357558812,-1.0686143825831944,0.622482603219218,-1.0844816684198768,49
0.0,-0.9066731435276476,-1.03836697727629,-0.7335576312052362,-0.743302043928304,-0.9123664143327282,-0.45294913894561445,-0.9667382078382031,50
0.0,-1.1036078205562523,-0.9896793155027294,-1.4278505870962444,0.3867708996743729,-1.102987464567684,-0.8085934599476969,-1.1743351558340205,51
0.0,0.6829772134087398,0.6607958601253147,0.6842396067812743,0.45297522639527327,0.6601407935154826,-0.327351114228994,0.6340242607386414,52
0.0,-0.5708282700525259,-0.24829045592326376,-0.892863140454303,0.7982508667691217,-0.5888132310593245,-1.5417960198173797,-0.5009398621037556,53
0.0,-1.0845397050292764,-0.8541340064009926,-1.5386770083661303,0.7124284964836979,-1.0444649633572867,-1.219131807471733,-0.9722972098236643,54
0.0,0.6010150716677874,0.40247224414992605,0.8777090636652609,-0.008786260599302213,0.536132912861025,-0.1741905779881575,0.4780325289403143,55
0.0,-1.0358955070854592,-1.0832854658576943,-1.032333142098458,-0.3611860950802669,-1.0342658177755837,-0.5916545002926396,-1.1166486398298339,56
0.0,-0.7912392828643426,-1.0414180414306364,-0.32167529877597195,-1.5473281608570897,-0.770951338094114,-0.10810961546690223,-0.786311703843598,57
0.0,-0.8968571647012609,-0.8531044731088074,-0.9566935566511251,0.024827425382819762,-0.8809599107506088,-0.14421478969097049,-0.8434795744588649,58
0.0,-0.48540618799417884,-0.8954900164675321,0.42302201456044614,-2.6660758698739846,-0.46988040601883946,0.5166294784535649,-0.46662160805947733,59
0.0,-1.6047096952651638,-1.786596917370274,-2.2015304688433748,-0.16008726101408413,-1.599729985315008,-0.39770196776229194,-2.002385391134834,60
0.0,-0.5439945107020641,-0.7216241431555442,-0.16503938354338804,-0.8344825760514776,-0.5465211009428873,-0.13016464903375172,-0.5987556519675081,61
0.0,-1.0292831767011048,-1.0331293617898223,-1.1192290161439968,-0.11239520384950819,-1.010655776441016,0.06295482573432239,-1.092980878419987,62
0.0,-0.24164698533683132,0.10368453399134414,-0.5192973126214733,0.8360537541316369,-0.23708981155184183,-1.0701951649590655,-0.03644178227392315,63
0.0,-0.5967137494641462,-0.7734419637903585,-0.17991895679254702,-0.9495636389711132,-0.6065391499429095,-0.6895683329923211,-0.618423999990969,64
0.0,-0.705765942430923,-0.5069039789759213,-0.9321431584988072,0.5383696835101005,-0.7152973465785706,-0.6307920347004896,-0.64560540128913,65
0.0,-0.7337530152205165,-0.7442248444544303,-0.6559661369331563,-0.16503220264877286,-0.7336607120610119,-0.035899005139151466,-0.6785868651056299,66
0.0,-0.8699465177881902,-0.8627531029713722,-0.9219386767073896,-0.04029859582154388,-0.878924985069644,-0.4648698429215797,-0.9319341802958522,67
0.0,0.031662670549821414,0.10103046725583888,0.08428938526576074,0.3335900827094688,-0.004593423207393325,-0.8270608737233681,0.045241214048580426,68
0.0,-0.9296368955601345,-0.9592672083705254,-0.918984800908425,-0.24630597354137956,-0.9433070915541448,0.9817603729451716,-0.9642399441338304,69
0.0,-0.4204361975897654,-0.38590419669712334,-0.35947775612302185,0.10572358255059554,-0.4252101097451302,0.3578712280221734,-0.35624875589216665,70
0.0,0.1883082647714288,0.17042584460863958,0.5097396564223159,0.024233787132266364,0.19289243655370894,-0.4573342195770603,0.3211861279799636,71
